Student Name,College / University Name,Degree,Specialization,Graduation Year,Location,Skills,Certifications,Internship Experience,LinkedIn Profile URL
Isha Reddy,FMS Delhi,BBA,Digital Marketing,2027,Delhi NCR,"Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,Financial Analyst Intern at Amazon (3 Months),https://www.linkedin.com/in/isha-reddy-331
Isha Sharma,Shaheed Sukhdev College of Business Studies,BBA,Data Analytics,2026,"Pune, Maharashtra","SQL, Excel, Tableau, Data Cleaning, Python",Google Data Analytics Professional,Financial Analyst Intern at ICICI Bank (6 Months),https://www.linkedin.com/in/isha-sharma-291
Kriti Reddy,XLRI Jamshedpur,BBA,General Management,2025,"Mumbai, Maharashtra","Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,Financial Analyst Intern at Flipkart (6 Months),https://www.linkedin.com/in/kriti-reddy-381
Kriti Kapoor,Christ University,MBA,Marketing,2026,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,Financial Analyst Intern at PwC (4 Months),https://www.linkedin.com/in/kriti-kapoor-884
Isha Joshi,SPJIMR Mumbai,MBA,Business Analytics,2025,"Mumbai, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",None,Marketing Intern at Reliance Industries (5 Months),https://www.linkedin.com/in/isha-joshi-860
Aditya Das,Delhi University,MBA,Operations & Supply Chain,2025,Delhi NCR,"Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",Google Project Management Certificate,Financial Analyst Intern at KPMG (5 Months),https://www.linkedin.com/in/aditya-das-876
Vikram Gupta,SPJIMR Mumbai,MBA,Operations & Supply Chain,2024,"Mumbai, Maharashtra","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Marketing Intern at ICICI Bank (6 Months),https://www.linkedin.com/in/vikram-gupta-640
Diya Mehta,IIM Ahmedabad,BBA,Digital Marketing,2026,"Pune, Maharashtra","Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,Financial Analyst Intern at Reliance Industries (6 Months),https://www.linkedin.com/in/diya-mehta-668
Aarav Nair,NMIMS Mumbai,BBA,Marketing,2024,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,HR Generalist Intern at Amazon (2 Months),https://www.linkedin.com/in/aarav-nair-604
Diya Singh,SPJIMR Mumbai,MBA,Management Consulting,2026,"Bengaluru, Karnataka","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Business Analyst Intern at HDFC Bank (4 Months),https://www.linkedin.com/in/diya-singh-455
Sneha Joshi,NMIMS Mumbai,MBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Financial Analyst Intern at Tata Consultancy Services (4 Months),https://www.linkedin.com/in/sneha-joshi-654
Sneha Singh,Symbiosis International University,BBA,General Management,2024,"Pune, Maharashtra","Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,None,https://www.linkedin.com/in/sneha-singh-685
Isha Singh,Christ University,MBA,Operations & Supply Chain,2026,Delhi NCR,"Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",Google Project Management Certificate,Business Analyst Intern at PwC (5 Months),https://www.linkedin.com/in/isha-singh-451
Rohan Sharma,Delhi University,BBA,General Management,2026,"Hyderabad, Telangana","Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,Business Analyst Intern at KPMG (6 Months),https://www.linkedin.com/in/rohan-sharma-454
Kriti Singh,Shaheed Sukhdev College of Business Studies,MBA,Operations & Supply Chain,2024,"Pune, Maharashtra","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Operations Consultant Intern at Flipkart (6 Months),https://www.linkedin.com/in/kriti-singh-408
Diya Nair,Shaheed Sukhdev College of Business Studies,MBA,Marketing,2027,"Bengaluru, Karnataka","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,None,https://www.linkedin.com/in/diya-nair-322
Siddharth Patel,Shaheed Sukhdev College of Business Studies,BBA,Data Analytics,2026,Delhi NCR,"SQL, Excel, Tableau, Data Cleaning, Python",IBM Data Science Professional Certificate,Marketing Intern at Amazon (6 Months),https://www.linkedin.com/in/siddharth-patel-794
Siddharth Kapoor,IIM Ahmedabad,MBA,Business Analytics,2024,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,HR Generalist Intern at EY (6 Months),https://www.linkedin.com/in/siddharth-kapoor-872
Riya Kapoor,SPJIMR Mumbai,MBA,Marketing,2027,Delhi NCR,"Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,HR Generalist Intern at PwC (3 Months),https://www.linkedin.com/in/riya-kapoor-186
Rohan Nair,Shaheed Sukhdev College of Business Studies,MBA,Operations & Supply Chain,2027,"Bengaluru, Karnataka","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Financial Analyst Intern at Flipkart (5 Months),https://www.linkedin.com/in/rohan-nair-873
Ananya Reddy,IIM Ahmedabad,MBA,Operations & Supply Chain,2024,"Hyderabad, Telangana","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Business Analyst Intern at EY (4 Months),https://www.linkedin.com/in/ananya-reddy-650
Kriti Gupta,SPJIMR Mumbai,BBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),Financial Analyst Intern at HDFC Bank (4 Months),https://www.linkedin.com/in/kriti-gupta-629
Rohan Joshi,Shaheed Sukhdev College of Business Studies,BBA,Data Analytics,2024,"Pune, Maharashtra","SQL, Excel, Tableau, Data Cleaning, Python",Google Data Analytics Professional,Business Analyst Intern at Tata Consultancy Services (4 Months),https://www.linkedin.com/in/rohan-joshi-137
Rahul Mishra,IIM Ahmedabad,MBA,Human Resources,2026,Delhi NCR,"Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,None,https://www.linkedin.com/in/rahul-mishra-391
Ananya Mehta,FMS Delhi,MBA,Marketing,2025,Delhi NCR,"Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,Financial Analyst Intern at ICICI Bank (5 Months),https://www.linkedin.com/in/ananya-mehta-121
Aditya Mehta,IIM Ahmedabad,BBA,Digital Marketing,2027,"Mumbai, Maharashtra","Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,None,https://www.linkedin.com/in/aditya-mehta-776
Ananya Mishra,Christ University,BBA,Data Analytics,2024,"Hyderabad, Telangana","SQL, Excel, Tableau, Data Cleaning, Python",IBM Data Science Professional Certificate,None,https://www.linkedin.com/in/ananya-mishra-966
Rohan Mishra,XLRI Jamshedpur,MBA,Management Consulting,2025,"Chennai, Tamil Nadu","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Marketing Intern at Reliance Industries (2 Months),https://www.linkedin.com/in/rohan-mishra-895
Aarav Verma,NMIMS Mumbai,BBA,Marketing,2026,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Business Analyst Intern at Tata Consultancy Services (3 Months),https://www.linkedin.com/in/aarav-verma-602
Pooja Das,IIM Ahmedabad,MBA,Finance,2026,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Marketing Intern at PwC (4 Months),https://www.linkedin.com/in/pooja-das-776
Aditya Mehta,Christ University,MBA,Management Consulting,2025,Delhi NCR,"Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Marketing Intern at ICICI Bank (6 Months),https://www.linkedin.com/in/aditya-mehta-631
Arjun Reddy,IIM Ahmedabad,BBA,Digital Marketing,2024,"Pune, Maharashtra","Social Media Marketing, Google Ads, Content Strategy, Copywriting",Google Project Management Certificate,HR Generalist Intern at Amazon (3 Months),https://www.linkedin.com/in/arjun-reddy-381
Amit Sen,Christ University,MBA,Operations & Supply Chain,2025,"Mumbai, Maharashtra","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Business Analyst Intern at Deloitte (3 Months),https://www.linkedin.com/in/amit-sen-138
Arjun Kapoor,Christ University,MBA,Management Consulting,2024,Delhi NCR,"Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",Google Project Management Certificate,Business Analyst Intern at PwC (2 Months),https://www.linkedin.com/in/arjun-kapoor-838
Aditya Chawla,NMIMS Mumbai,BBA,Marketing,2026,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Financial Analyst Intern at Deloitte (6 Months),https://www.linkedin.com/in/aditya-chawla-229
Aarav Nair,Christ University,MBA,Finance,2024,"Hyderabad, Telangana","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Financial Analyst Intern at KPMG (3 Months),https://www.linkedin.com/in/aarav-nair-874
Arjun Mehta,SPJIMR Mumbai,BBA,Finance,2027,"Hyderabad, Telangana","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,Operations Consultant Intern at EY (6 Months),https://www.linkedin.com/in/arjun-mehta-506
Aarav Mishra,SPJIMR Mumbai,MBA,Finance,2026,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,Operations Consultant Intern at KPMG (2 Months),https://www.linkedin.com/in/aarav-mishra-616
Kriti Reddy,Symbiosis International University,MBA,Human Resources,2025,"Hyderabad, Telangana","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,Marketing Intern at Deloitte (6 Months),https://www.linkedin.com/in/kriti-reddy-289
Gaurav Singh,Shaheed Sukhdev College of Business Studies,MBA,Human Resources,2027,"Pune, Maharashtra","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,Financial Analyst Intern at KPMG (6 Months),https://www.linkedin.com/in/gaurav-singh-372
Rohan Mishra,IIM Bangalore,MBA,Business Analytics,2026,"Bengaluru, Karnataka","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",SQL Advanced Certificate,Financial Analyst Intern at KPMG (3 Months),https://www.linkedin.com/in/rohan-mishra-120
Pooja Reddy,XLRI Jamshedpur,BBA,Finance,2026,"Hyderabad, Telangana","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",NCFM Certification,HR Generalist Intern at HDFC Bank (3 Months),https://www.linkedin.com/in/pooja-reddy-997
Vikram Reddy,NMIMS Mumbai,MBA,Management Consulting,2025,"Pune, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",Google Project Management Certificate,HR Generalist Intern at EY (4 Months),https://www.linkedin.com/in/vikram-reddy-355
Rohan Kapoor,FMS Delhi,MBA,Business Analytics,2027,"Mumbai, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",None,Marketing Intern at PwC (6 Months),https://www.linkedin.com/in/rohan-kapoor-342
Pooja Reddy,SPJIMR Mumbai,MBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,Financial Analyst Intern at Flipkart (3 Months),https://www.linkedin.com/in/pooja-reddy-311
Vikram Joshi,SPJIMR Mumbai,BBA,General Management,2025,"Bengaluru, Karnataka","Business Strategy, Leadership, Financial Accounting, Operations Management",Certified ScrumMaster (CSM),Operations Consultant Intern at ICICI Bank (5 Months),https://www.linkedin.com/in/vikram-joshi-420
Siddharth Sen,Symbiosis International University,MBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",NCFM Certification,Operations Consultant Intern at EY (5 Months),https://www.linkedin.com/in/siddharth-sen-847
Rahul Joshi,IIM Ahmedabad,MBA,Operations & Supply Chain,2027,"Pune, Maharashtra","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Operations Consultant Intern at Tata Consultancy Services (5 Months),https://www.linkedin.com/in/rahul-joshi-179
Ananya Sharma,IIM Ahmedabad,MBA,Business Analytics,2027,"Hyderabad, Telangana","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",None,HR Generalist Intern at ICICI Bank (6 Months),https://www.linkedin.com/in/ananya-sharma-205
Ananya Sen,Shaheed Sukhdev College of Business Studies,BBA,Marketing,2025,Delhi NCR,"Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,HR Generalist Intern at ICICI Bank (5 Months),https://www.linkedin.com/in/ananya-sen-233
Pooja Verma,IIM Bangalore,MBA,Human Resources,2024,"Chennai, Tamil Nadu","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",Google Project Management Certificate,HR Generalist Intern at Deloitte (5 Months),https://www.linkedin.com/in/pooja-verma-873
Riya Gupta,XLRI Jamshedpur,MBA,Human Resources,2025,"Chennai, Tamil Nadu","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",Google Project Management Certificate,Operations Consultant Intern at Amazon (3 Months),https://www.linkedin.com/in/riya-gupta-915
Kriti Sen,Shaheed Sukhdev College of Business Studies,MBA,Finance,2026,"Pune, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),HR Generalist Intern at Deloitte (2 Months),https://www.linkedin.com/in/kriti-sen-431
Isha Sen,SPJIMR Mumbai,MBA,Operations & Supply Chain,2024,"Mumbai, Maharashtra","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Marketing Intern at HDFC Bank (3 Months),https://www.linkedin.com/in/isha-sen-576
Kriti Chawla,Symbiosis International University,BBA,Finance,2024,"Pune, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,Operations Consultant Intern at PwC (3 Months),https://www.linkedin.com/in/kriti-chawla-977
Arjun Das,FMS Delhi,BBA,General Management,2025,"Hyderabad, Telangana","Business Strategy, Leadership, Financial Accounting, Operations Management",None,Marketing Intern at Flipkart (2 Months),https://www.linkedin.com/in/arjun-das-551
Sneha Patel,IIM Bangalore,MBA,Business Analytics,2027,"Chennai, Tamil Nadu","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",SQL Advanced Certificate,Business Analyst Intern at EY (4 Months),https://www.linkedin.com/in/sneha-patel-926
Pooja Patel,NMIMS Mumbai,MBA,Business Analytics,2024,"Chennai, Tamil Nadu","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",SQL Advanced Certificate,HR Generalist Intern at PwC (5 Months),https://www.linkedin.com/in/pooja-patel-850
Kriti Nair,XLRI Jamshedpur,BBA,Data Analytics,2025,Delhi NCR,"SQL, Excel, Tableau, Data Cleaning, Python",None,None,https://www.linkedin.com/in/kriti-nair-186
Meera Mishra,Delhi University,MBA,Marketing,2027,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Financial Analyst Intern at KPMG (6 Months),https://www.linkedin.com/in/meera-mishra-253
Gaurav Mishra,NMIMS Mumbai,MBA,Management Consulting,2027,"Mumbai, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Business Analyst Intern at PwC (4 Months),https://www.linkedin.com/in/gaurav-mishra-463
Tanvi Patel,FMS Delhi,MBA,Business Analytics,2026,Delhi NCR,"Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",None,Operations Consultant Intern at HDFC Bank (3 Months),https://www.linkedin.com/in/tanvi-patel-818
Pooja Verma,SPJIMR Mumbai,MBA,Management Consulting,2027,Delhi NCR,"Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",Google Project Management Certificate,Marketing Intern at Reliance Industries (6 Months),https://www.linkedin.com/in/pooja-verma-289
Gaurav Sharma,IIM Calcutta,MBA,Finance,2024,"Hyderabad, Telangana","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,None,https://www.linkedin.com/in/gaurav-sharma-988
